WorkStationID;WorkStationName;DistrictDesc;ProvinceDesc;MFL Code;DHIS2 UID;Hims code;Name;Province;District;Constituency;Ward;Zone;Location;Type;Ownership;Ownership type;Operational status;Mobility status;Accesibility;Catchment population head count;Catchment population cso;Number of households;Latitude;Longitude
333;MNORO RURAL HEALTH CENTRE ;CHIPATA;EASTERN;2018;CCYRw0hfh27;30020006;CHIKANDO RURAL HEALTH CENTRE;EASTERN;CHIPATA;Luangeni;Chikando;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;;;-13,8386;32,4592
333;MNORO RURAL HEALTH CENTRE ;CHIPATA;EASTERN;2057;GFJ77yJWiNj;3002-00480-;MADZIMOYO RURAL HEALTH CENTRE;EASTERN;CHIPATA;Chipata Central;Kanjala;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;;;-13,6931;32,5014
335;KAPARA RURAL HEALTH CENTRE ;CHIPATA;EASTERN;2065;GK7jZ2N31fJ;3002-00500-;MAGWERO RURAL HEALTH CENTRE;EASTERN;CHIPATA;Chipata Central;Dilika;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;;;-13,6554;32,7752
335;KAPARA RURAL HEALTH CENTRE ;CHIPATA;EASTERN;2081;LZhL4neRqq6;30020034;KAPATA URBAN HEALTH CENTRE;EASTERN;CHIPATA;Chipata Central;Dilika;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;;;-13,6247;32,6423
335;KAPARA RURAL HEALTH CENTRE ;CHIPATA;EASTERN;2073;mXXoc9XL1Ht;3002-00610-;MSEKERA RURAL HEALTH CENTRE;EASTERN;CHIPATA;Chipata Central;Masupe;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;;;-13,64;32,5582
335;KAPARA RURAL HEALTH CENTRE ;CHIPATA;EASTERN;2012;bcCi3ZJv4MG;30020003;CHAMPHANDE RURAL HEALTH CENTRE;EASTERN;CHIPATA;Luangeni;Chikando;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;;;-13,8719;32,5245
335;KAPARA RURAL HEALTH CENTRE ;CHIPATA;EASTERN;2053;apD3EBl4p2p;3002-00390-;KATANDALA RURAL HEALTH CENTRE;EASTERN;CHIPATA;Luangeni;Nsingo;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;;;-13,7099;32,7669
336;KALWALA HEALTH POST;CHINSALI;MUCHINGA;3482;wqCWnKvPBkJ;55020009;KALWALA HEALTH POST;MUCHINGA;CHINSALI;Chinsali;Lubu;;Rural;Health Post;MOH;Public;Functional;Fixed;Open;9328;12301;1896;-10,595298;32,140807
336;KALWALA HEALTH POST;CHINSALI;MUCHINGA;3464;;55020007;KALELA HEALTH POST;MUCHINGA;CHINSALI;Chinsali;Itapa;;Rural;Health Post;MOH;Public;Functional;Fixed;Open;11751;11356;2367;-9,905446;32,261227
336;KALWALA HEALTH POST;CHINSALI;MUCHINGA;3463;XJg4abZOJf3;55020008;KALISHA HEALTH POST;MUCHINGA;CHINSALI;Chinsali;Chilinda;;Rural;Health Post;MOH;Public;Functional;Fixed;Open;3075;2532;701;-10,100549;32,192987
336;KALWALA HEALTH POST;CHINSALI;MUCHINGA;3483;ZMT1eFtJe9a;55020015;NKULA HEALTH POST;MUCHINGA;CHINSALI;Chinsali;Lubwa;;Rural;Health Post;MOH;Public;Functional;Fixed;Open;4981;4705;1017;-10,644039;31,943848
337;KATONDO RURAL HEALTH CENTRE;CHIPATA;EASTERN;2065;GK7jZ2N31fJ;3002-00500-;MAGWERO RURAL HEALTH CENTRE;EASTERN;CHIPATA;Chipata Central;Dilika;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;;;-13,6554;32,7752
337;KATONDO RURAL HEALTH CENTRE;CHIPATA;EASTERN;2073;mXXoc9XL1Ht;3002-00610-;MSEKERA RURAL HEALTH CENTRE;EASTERN;CHIPATA;Chipata Central;Masupe;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;;;-13,64;32,5582
337;KATONDO RURAL HEALTH CENTRE;CHIPATA;EASTERN;2012;bcCi3ZJv4MG;30020003;CHAMPHANDE RURAL HEALTH CENTRE;EASTERN;CHIPATA;Luangeni;Chikando;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;;;-13,8719;32,5245
337;KATONDO RURAL HEALTH CENTRE;CHIPATA;EASTERN;2018;CCYRw0hfh27;30020006;CHIKANDO RURAL HEALTH CENTRE;EASTERN;CHIPATA;Luangeni;Chikando;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;;;-13,8386;32,4592
337;KATONDO RURAL HEALTH CENTRE;CHIPATA;EASTERN;2053;apD3EBl4p2p;3002-00390-;KATANDALA RURAL HEALTH CENTRE;EASTERN;CHIPATA;Luangeni;Nsingo;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;;;-13,7099;32,7669
337;KATONDO RURAL HEALTH CENTRE;CHIPATA;EASTERN;2057;GFJ77yJWiNj;3002-00480-;MADZIMOYO RURAL HEALTH CENTRE;EASTERN;CHIPATA;Chipata Central;Kanjala;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;;;-13,6931;32,5014
338;MADZIATUWA RURAL HEALTH CENTRE;CHIPATA;EASTERN;2065;GK7jZ2N31fJ;3002-00500-;MAGWERO RURAL HEALTH CENTRE;EASTERN;CHIPATA;Chipata Central;Dilika;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;;;-13,6554;32,7752
338;MADZIATUWA RURAL HEALTH CENTRE;CHIPATA;EASTERN;2057;GFJ77yJWiNj;3002-00480-;MADZIMOYO RURAL HEALTH CENTRE;EASTERN;CHIPATA;Chipata Central;Kanjala;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;;;-13,6931;32,5014
340;MULILANSOLO MISSSION RURALHEALTH CENTRE;CHINSALI;MUCHINGA;3548;tjwK61zIZv8;55020011;MULILANSOLO RURAL HEALTH CENTRE;MUCHINGA;CHINSALI;Chinsali;Chilinda;;Rural;Health Centre;Faith Based ;Public;Functional;Fixed;Open;16372;19075;3279;-10,094592;32,316089
341;MADZIMAWE RURAL HEALTH CENTRE;CHIPATA;EASTERN;2065;GK7jZ2N31fJ;3002-00500-;MAGWERO RURAL HEALTH CENTRE;EASTERN;CHIPATA;Chipata Central;Dilika;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;;;-13,6554;32,7752
341;MADZIMAWE RURAL HEALTH CENTRE;CHIPATA;EASTERN;2012;bcCi3ZJv4MG;30020003;CHAMPHANDE RURAL HEALTH CENTRE;EASTERN;CHIPATA;Luangeni;Chikando;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;;;-13,8719;32,5245
341;MADZIMAWE RURAL HEALTH CENTRE;CHIPATA;EASTERN;2057;GFJ77yJWiNj;3002-00480-;MADZIMOYO RURAL HEALTH CENTRE;EASTERN;CHIPATA;Chipata Central;Kanjala;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;;;;-13,6931;32,5014
342;NKULA HEALTH POST;CHINSALI;MUCHINGA;3483;ZMT1eFtJe9a;55020015;NKULA HEALTH POST;MUCHINGA;CHINSALI;Chinsali;Lubwa;;Rural;Health Post;MOH;Public;Functional;Fixed;Open;4981;4705;1017;-10,644039;31,943848
342;NKULA HEALTH POST;CHINSALI;MUCHINGA;3464;;55020007;KALELA HEALTH POST;MUCHINGA;CHINSALI;Chinsali;Itapa;;Rural;Health Post;MOH;Public;Functional;Fixed;Open;11751;11356;2367;-9,905446;32,261227
342;NKULA HEALTH POST;CHINSALI;MUCHINGA;3482;wqCWnKvPBkJ;55020009;KALWALA HEALTH POST;MUCHINGA;CHINSALI;Chinsali;Lubu;;Rural;Health Post;MOH;Public;Functional;Fixed;Open;9328;12301;1896;-10,595298;32,140807
342;NKULA HEALTH POST;CHINSALI;MUCHINGA;3463;XJg4abZOJf3;55020008;KALISHA HEALTH POST;MUCHINGA;CHINSALI;Chinsali;Chilinda;;Rural;Health Post;MOH;Public;Functional;Fixed;Open;3075;2532;701;-10,100549;32,192987
344;CHILONGA MISSION HOSPITAL;MPIKA;MUCHINGA;3380;agydhUN0GMT;55070004;CHILONGA MISSION HOSPITAL;MUCHINGA;MPIKA;Mpika;Nachikufu;;Rural; 2nd Level Hospital;Faith Based ;Public;Functional;Fixed;Open;17170;12353;;-12,0173;31,3337
346;NAKONDE DISTRICT HOSPITAL;NAKONDE;MUCHINGA;3424;xRPKf8sj5xI;55080013;NAKONDE DISTRICT HOSPITAL;MUCHINGA;NAKONDE;Nakonde;Musyani;Chamakubi Zone;Urban;1st Level Hospital;MOH;Public;Functional;Fixed;Open;;;;-9,35125;32,704282
347;CHABILIKA RURAL HEALTH CENTRE;NCHELENGE;LUAPULA;2961;;40100002;CHABILIKILA RURAL HEALTH CENTER;LUAPULA;NCHELENGE;Nchelenge;Shabo;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;8502;7491;1402;-9,54871;28,73623
347;CHABILIKA RURAL HEALTH CENTRE;NCHELENGE;LUAPULA;2984;;40100007;KAMBWALI RURAL HEALTH CENTER;LUAPULA;NCHELENGE;Nchelenge;Kasamba;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;13735;10865;3221;-9,43187;28,74144
348;MUNDU RURAL HEALTH CENTRE ;CHINSALI;MUCHINGA;3481;ZVmjD9okMQ9;55020010;LUBWA RURAL HEALTH CENTRE;MUCHINGA;CHINSALI;Chinsali;Lubwa;;Rural;Health Centre;Faith Based ;Public;Functional;Fixed;Open;9491;10896;1934;-10,591334;32,006834
348;MUNDU RURAL HEALTH CENTRE ;CHINSALI;MUCHINGA;3465;ZuI03pDhSYJ;55020006;CHUNGA RURAL HEALTH CENTRE;MUCHINGA;CHINSALI;Chinsali;Chunga;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;7608;9834;1536;-9,815597395;32,51737246
348;MUNDU RURAL HEALTH CENTRE ;CHINSALI;MUCHINGA;3480;XzYfwBZwFYN;55020012;MUNDU RURAL HEALTH CENTRE;MUCHINGA;CHINSALI;Chinsali;Chipanga;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;6393;11011;1286;-10,326931;32,24982
348;MUNDU RURAL HEALTH CENTRE ;CHINSALI;MUCHINGA;3548;tjwK61zIZv8;55020011;MULILANSOLO RURAL HEALTH CENTRE;MUCHINGA;CHINSALI;Chinsali;Chilinda;;Rural;Health Centre;Faith Based ;Public;Functional;Fixed;Open;16372;19075;3279;-10,094592;32,316089
349;WAITWIKA RURAL HEALTH CENTRE;NAKONDE;MUCHINGA;3416;FIUmPWaYqpm;55080018;WAITWIKA RURAL HEALTH CENTRE;MUCHINGA;NAKONDE;Nakonde;Popomozi;Chamakubi Zone;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;7449;6434;1159;-9,450261;32,588399
349;WAITWIKA RURAL HEALTH CENTRE;NAKONDE;MUCHINGA;3434;gnIOkKm6Yma;55080011;MWENECHANKA RURAL HEALTH CENTRE;MUCHINGA;NAKONDE;Nakonde;Mukulika;Chamakubi Zone;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;1911;1651;482;-9,712008;32,959273
350;CHUNGA RURAL HEALTH CENTRE;CHINSALI;MUCHINGA;3465;ZuI03pDhSYJ;55020006;CHUNGA RURAL HEALTH CENTRE;MUCHINGA;CHINSALI;Chinsali;Chunga;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;7608;9834;1536;-9,815597395;32,51737246
350;CHUNGA RURAL HEALTH CENTRE;CHINSALI;MUCHINGA;3481;ZVmjD9okMQ9;55020010;LUBWA RURAL HEALTH CENTRE;MUCHINGA;CHINSALI;Chinsali;Lubwa;;Rural;Health Centre;Faith Based ;Public;Functional;Fixed;Open;9491;10896;1934;-10,591334;32,006834
350;CHUNGA RURAL HEALTH CENTRE;CHINSALI;MUCHINGA;3480;XzYfwBZwFYN;55020012;MUNDU RURAL HEALTH CENTRE;MUCHINGA;CHINSALI;Chinsali;Chipanga;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;6393;11011;1286;-10,326931;32,24982
351;MULWE RURAL HEALTH POST;NCHELENGE;LUAPULA;2981;GfGcR7YaPeL;40100015;MULWE HEALTH POST;LUAPULA;NCHELENGE;Nchelenge;Mulwe;;Rural;Health Post;MOH;Public;Functional;Fixed;Open;11494;8102;2084;-9,45609;28,74654
353;NALOLO RURAL HEALTH CENTRE;SENANGA;WESTERN;1412;RqvaHvnNVNu;90120001;ITUFA RURAL HEALTH CENTRE;WESTERN;SENANGA;Senanga;Mwanambuyu;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;8059;7669;;-15,855;23,3074
353;NALOLO RURAL HEALTH CENTRE;SENANGA;WESTERN;1245;OgZSWIYeIhP;90120013;MWANAMWALYE RURAL HEALTH CENTRE;WESTERN;SENANGA;Senanga;Lumbe;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;2784;4648;;-16,4075;24,0092
353;NALOLO RURAL HEALTH CENTRE;SENANGA;WESTERN;1395;A8TmYeix1cv;90120008;MATA RURAL HEALTH CENTRE;WESTERN;SENANGA;Senanga;Mata;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;7729;4238;;-16,1333;24,1333
353;NALOLO RURAL HEALTH CENTRE;SENANGA;WESTERN;1276;cxfCo7SPUfL;90120018;SIBUKALI RURAL HEALTH CENTRE;WESTERN;SENANGA;Senanga;Sibukali;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;6482;5570;;-16,146;23,146
354;KANYEMBO RURAL HEALTH CENTRE;NCHELENGE;LUAPULA;2932;;40100004;KABALENGE RURAL HEALTH CENTER;LUAPULA;NCHELENGE;Nchelenge;Katofyo;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;3139;2000;402;-9,77021;28,86173
354;KANYEMBO RURAL HEALTH CENTRE;NCHELENGE;LUAPULA;2984;;40100007;KAMBWALI RURAL HEALTH CENTER;LUAPULA;NCHELENGE;Nchelenge;Kasamba;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;13735;10865;3221;-9,43187;28,74144
354;KANYEMBO RURAL HEALTH CENTRE;NCHELENGE;LUAPULA;3008;;40100005;KABUTA RURAL HEALTH CENTER;LUAPULA;NCHELENGE;Nchelenge;Kabuta;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;30066;23593;4916;-9,172862535;28,84859191
354;KANYEMBO RURAL HEALTH CENTRE;NCHELENGE;LUAPULA;2985;;40100008;KANYEMBO RURAL HEALTH CENTER;LUAPULA;NCHELENGE;Nchelenge;Mofwe;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;14198;9282;3421;-9,43187;28,74144
358;MINGA MISSION HOSPITAL;PETAUKE;EASTERN;1879;yd2NeW1OZEN;300700023;MIINGA MISSION HOSPITAL;EASTERN;PETAUKE;Petauke;Msumbazi;;Rural;1st Level Hospital;Faith Based ;Public;Functional;Fixed;Open;;;;-14,352189;31,152179
359;VILLAGE OF HOPE HEALTH POST ;CHONGWE;LUSAKA;3658;;50030033;VILLAGE OF HOPE HEALTH CENTER;LUSAKA;CHONGWE;Chongwe;Chongwe;;Rural;General clinic;Private;Public;Functional;Fixed;Open;;;;-15,3149;28,68143
360;MAKENI URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1493;TAoFx870MJa;50060175;MAKENI URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Kanyama;Munkolo;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;31,633;;-15,4813;28,185199
360;MAKENI URBAN HEALTH CENTRE;LUSAKA;LUSAKA;3265;e3vlJ4RcVHY;50060030;CHAINDA URBAN HEALTH CENTRE ;LUSAKA;LUSAKA;Munali;Chainda;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;78285;63391;15531;-15,386588;28,405251
360;MAKENI URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1535;;50060032; CHAISA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Mandevu;Matero;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;;;-15,38441;28,282861
360;MAKENI URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1539;FgKG2c9lmcy;50060106;GEORGE URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Matero;Lima;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;;31155;-15,379271;28,238473
360;MAKENI URBAN HEALTH CENTRE;LUSAKA;LUSAKA;4278;;50060173;MAKENI ISLAMIC HEALTH CENTRE;LUSAKA;LUSAKA;Kanyama;Makeni Villa;;Urban;Health Centre;Faith Based ;Public;Functional;Fixed;Open;;;;-15,4582123;28,2531654
360;MAKENI URBAN HEALTH CENTRE;LUSAKA;LUSAKA;3903;;50060153;LILAYI URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Kabwata;Kamulanga;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;22049;;-15,5396;28,2859
360;MAKENI URBAN HEALTH CENTRE;LUSAKA;LUSAKA;4211;LJz2tZNV5e4;50060198;MTENDERE URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Munali;Munali;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;92,152;;-15,4014;28,3575
360;MAKENI URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1543;GWePuV5XPW0;50060182;MANDEVU URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Mandevu;Justine Kabwe;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;82,683;;-15,3716;28,288501
360;MAKENI URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1537;s9keZSbbiBo;50060184;MATERO MAIN URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Matero;Muchinga;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;135048;19834;-15,381661;28,263715
360;MAKENI URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1502;;50060015;BAULENI URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Lusaka Central;Kabulonga;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;104,732;;-15,44681;28,373583
360;MAKENI URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1552;ICLq9igVlIv;50060211;NG'OMBE URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Mandevu;Roma;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;56,115;;-15,3674;28,323684
360;MAKENI URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1563;EbJJI4tcfFV;50060036;CHAZANGA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Mandevu;Mpulungu;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;45,731;;-15,3394;28,2861
360;MAKENI URBAN HEALTH CENTRE;LUSAKA;LUSAKA;3900;aXkfuVKKVbg;50060135;KAMWALA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Kabwata;NKoloma;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;127202;31;-15,4277;28,2886
361;KAMBWALI RURAL HEALTH CENTRE;NCHELENGE;LUAPULA;2932;;40100004;KABALENGE RURAL HEALTH CENTER;LUAPULA;NCHELENGE;Nchelenge;Katofyo;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;3139;2000;402;-9,77021;28,86173
361;KAMBWALI RURAL HEALTH CENTRE;NCHELENGE;LUAPULA;3013;;40100006;KAFUTUMA RURAL HEALTH CENTER;LUAPULA;NCHELENGE;Nchelenge;Mwatishi;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;15086;12285;2188;-9,24168;28,80732
361;KAMBWALI RURAL HEALTH CENTRE;NCHELENGE;LUAPULA;2984;;40100007;KAMBWALI RURAL HEALTH CENTER;LUAPULA;NCHELENGE;Nchelenge;Kasamba;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;13735;10865;3221;-9,43187;28,74144
361;KAMBWALI RURAL HEALTH CENTRE;NCHELENGE;LUAPULA;3008;;40100005;KABUTA RURAL HEALTH CENTER;LUAPULA;NCHELENGE;Nchelenge;Kabuta;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;30066;23593;4916;-9,172862535;28,84859191
361;KAMBWALI RURAL HEALTH CENTRE;NCHELENGE;LUAPULA;2985;;40100008;KANYEMBO RURAL HEALTH CENTER;LUAPULA;NCHELENGE;Nchelenge;Mofwe;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;14198;9282;3421;-9,43187;28,74144
363;KAFULWA RURAL HEALTH CENTRE;NCHELENGE;LUAPULA;3013;;40100006;KAFUTUMA RURAL HEALTH CENTER;LUAPULA;NCHELENGE;Nchelenge;Mwatishi;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;15086;12285;2188;-9,24168;28,80732
363;KAFULWA RURAL HEALTH CENTRE;NCHELENGE;LUAPULA;2984;;40100007;KAMBWALI RURAL HEALTH CENTER;LUAPULA;NCHELENGE;Nchelenge;Kasamba;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;13735;10865;3221;-9,43187;28,74144
363;KAFULWA RURAL HEALTH CENTRE;NCHELENGE;LUAPULA;3008;;40100005;KABUTA RURAL HEALTH CENTER;LUAPULA;NCHELENGE;Nchelenge;Kabuta;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;30066;23593;4916;-9,172862535;28,84859191
366;NCHELENGE RURAL URBAN HEALTH CENTRE;NCHELENGE;LUAPULA;3002;;40100017;NCHELENGE RURAL HEALTH CENTER;LUAPULA;NCHELENGE;Nchelenge;Nchelenge;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;19794;16340;3200;-9,34557;28,74654
368;KILWA RURAL HEALTH CENTRE;NCHELENGE;LUAPULA;2961;;40100002;CHABILIKILA RURAL HEALTH CENTER;LUAPULA;NCHELENGE;Nchelenge;Shabo;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;8502;7491;1402;-9,54871;28,73623
368;KILWA RURAL HEALTH CENTRE;NCHELENGE;LUAPULA;3011;;40100013;KILWA ISLAND RURAL HEALTH CENTER;LUAPULA;NCHELENGE;Nchelenge;Kilwa;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;14500;9979;2557;-9,2715;28,40812
368;KILWA RURAL HEALTH CENTRE;NCHELENGE;LUAPULA;2984;;40100007;KAMBWALI RURAL HEALTH CENTER;LUAPULA;NCHELENGE;Nchelenge;Kasamba;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;13735;10865;3221;-9,43187;28,74144
368;KILWA RURAL HEALTH CENTRE;NCHELENGE;LUAPULA;3008;;40100005;KABUTA RURAL HEALTH CENTER;LUAPULA;NCHELENGE;Nchelenge;Kabuta;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;30066;23593;4916;-9,172862535;28,84859191
369;STATE HOUSE URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1539;FgKG2c9lmcy;50060106;GEORGE URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Matero;Lima;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;;31155;-15,379271;28,238473
369;STATE HOUSE URBAN HEALTH CENTRE;LUSAKA;LUSAKA;3892;;50060263;ST AGNESS URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Lusaka Central;Kabulonga;;Urban;Health Centre;Faith Based ;Public;Functional;Fixed;Open;16835;16535;10559;-15,41465;28,383879
369;STATE HOUSE URBAN HEALTH CENTRE;LUSAKA;LUSAKA;3913;;50060269;STATE LODGE URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Lusaka Central;Kabulonga;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;14333;;-15,448;28,4406
370;SHEM RURAL HEALTH CENTRE;NAKONDE;MUCHINGA;3433;;55080017;SHEM RURAL HEALTH CENTRE;MUCHINGA;NAKONDE;Nakonde;Mpande;Chamakubi Zone;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;13188;11392;1922;-9,528235;32,901878
370;SHEM RURAL HEALTH CENTRE;NAKONDE;MUCHINGA;3411;nnqdYqnxiNp;55080003;CHOZI RURAL HEALTH CENTRE;MUCHINGA;NAKONDE;Nakonde;Mwanga;Chamakubi Zone;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;5405;4669;1035;-9,328949;32,315999
370;SHEM RURAL HEALTH CENTRE;NAKONDE;MUCHINGA;3418;OXp76jzywyC;55080001;CHILOLWA RURAL HEALTH CENTRE;MUCHINGA;NAKONDE;Nakonde;Ilonda;Chamakubi Zone;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;8902;7689;2048;-9,571427;32,624834
372;NGOMBE URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1493;TAoFx870MJa;50060175;MAKENI URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Kanyama;Munkolo;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;31,633;;-15,4813;28,185199
372;NGOMBE URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1539;FgKG2c9lmcy;50060106;GEORGE URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Matero;Lima;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;;31155;-15,379271;28,238473
372;NGOMBE URBAN HEALTH CENTRE;LUSAKA;LUSAKA;4211;LJz2tZNV5e4;50060198;MTENDERE URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Munali;Munali;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;92,152;;-15,4014;28,3575
372;NGOMBE URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1543;GWePuV5XPW0;50060182;MANDEVU URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Mandevu;Justine Kabwe;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;82,683;;-15,3716;28,288501
372;NGOMBE URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1552;ICLq9igVlIv;50060211;NG'OMBE URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Mandevu;Roma;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;56,115;;-15,3674;28,323684
372;NGOMBE URBAN HEALTH CENTRE;LUSAKA;LUSAKA;1563;EbJJI4tcfFV;50060036;CHAZANGA URBAN HEALTH CENTRE;LUSAKA;LUSAKA;Mandevu;Mpulungu;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;45,731;;-15,3394;28,2861
372;NGOMBE URBAN HEALTH CENTRE;LUSAKA;LUSAKA;3899;XRx9wrPQRwQ;50060100;FREEDOM URBAN HEALTH CENTRE ;LUSAKA;LUSAKA;Chawama;Lilayi;;Urban;Health Centre;MOH;Public;Functional;Fixed;Open;;13780;;-15,53627;28,271422
373;EAST 7 RURAL HEALTH CENTRE;MILENGE;LUAPULA;3312;;40070006;LWELA RURAL HEALTH CENTER;LUAPULA;MILENGE;Milenge;Kapalala;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;6000;5674;1287;-11,4358;29,1175
373;EAST 7 RURAL HEALTH CENTRE;MILENGE;LUAPULA;3324;;40070008;EAST 7 RURAL HEALTH CENTER;LUAPULA;MILENGE;Milenge;Mikula;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;9524;9008;1412;-12,41611;29,48556
374;CHILILEKA RURAL HEALTH CENTRE;CHIKANKATA;SOUTHERN;1305;dQD7jYj69VW;80010005;CHIKOMBOLA RURAL HEALTH CENTRE;SOUTHERN;CHIKANKATA;Chikankata;Malala;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;9734;7080;1935;-16,1990617;28,2027729
374;CHILILEKA RURAL HEALTH CENTRE;CHIKANKATA;SOUTHERN;1431;XkPEetejKyJ;80010001;CHEEBA RURAL HEALTH CENTRE;SOUTHERN;CHIKANKATA;Chikankata;Namalundu;;Rural;Health Centre;MOH;Public;Functional;Fixed;Open;826;1184;603;-15,7886221;28,3449836
